2011-01-03,596.48,605.59,596.48,604.35,4725600,302.48
2011-01-04,605.62,606.18,600.12,602.12,3645300,301.36
2011-01-05,600.07,610.33,600.05,609.07,5059500,304.84
2011-01-06,610.68,618.43,610.05,613.50,4111400,307.06
2011-01-07,615.91,618.25,610.13,616.44,4198100,308.53
2011-01-10,614.80,615.39,608.56,614.21,3155200,307.41
2011-01-11,617.71,618.80,614.50,616.01,2875700,308.31
2011-01-12,619.35,619.35,614.77,616.87,3262100,308.74
2011-01-13,616.97,619.67,614.16,616.69,2665300,308.65
2011-01-14,617.40,624.27,617.08,624.18,4726400,312.40
2011-01-18,626.06,641.99,625.27,639.63,7226700,320.14
2011-01-19,642.12,642.96,629.66,631.75,6805300,316.19
2011-01-20,632.21,634.08,623.29,626.77,10960600,313.70
2011-01-21,639.58,641.73,611.36,611.83,17790900,306.22
2011-01-24,607.57,612.49,601.23,611.08,9189200,305.85
2011-01-25,608.20,620.69,606.52,619.91,7286300,310.27
2011-01-26,620.33,622.49,615.28,616.50,4072100,308.56
2011-01-27,617.89,619.70,613.25,616.79,4034300,308.70
2011-01-28,619.07,620.36,599.76,600.99,8453700,300.80
2011-01-31,603.60,604.47,595.55,600.36,5604100,300.48
2011-02-01,604.49,613.35,603.11,611.04,5485100,305.83
2011-02-02,611.00,614.34,607.53,612.00,3517800,306.31
2011-02-03,609.48,611.45,606.13,610.15,2987200,305.38
2011-02-04,610.15,611.44,606.61,610.98,3098400,305.80
2011-02-07,610.16,618.39,609.21,614.29,3595600,307.45
2011-02-08,614.93,619.63,614.51,618.38,3386400,309.50
2011-02-09,616.87,619.45,612.34,616.50,3681300,308.56
2011-02-10,613.90,617.50,611.56,616.44,4664100,308.53
2011-02-11,613.79,625.00,613.00,624.50,5174600,312.56
2011-02-14,623.34,629.64,620.04,628.15,4251700,314.39
2011-02-15,627.32,630.09,623.10,624.15,4179800,312.39
2011-02-16,625.63,626.50,622.10,624.22,3364600,312.42
2011-02-17,621.25,627.25,620.28,625.26,2954600,312.94
2011-02-18,626.00,631.18,624.18,630.08,6429300,315.36
2011-02-22,620.03,624.93,607.77,610.21,7272500,305.41
2011-02-23,610.33,614.70,604.00,611.32,5773400,305.97
2011-02-24,611.39,613.09,601.35,608.82,5417900,304.71
2011-02-25,611.86,614.72,609.50,610.04,3860900,305.33
2011-02-28,610.00,616.49,608.01,613.40,4558400,307.01
2011-03-01,617.78,619.22,599.30,600.76,6639700,300.68
2011-03-02,599.80,606.00,595.19,600.79,4049300,300.70
2011-03-03,606.38,611.49,605.00,609.56,3886700,305.09
2011-03-04,608.33,608.98,600.20,600.62,6015900,300.61
2011-03-07,600.55,603.69,587.00,591.66,6918400,296.13
2011-03-08,592.93,597.98,590.20,592.31,4565200,296.45
2011-03-09,591.00,594.51,585.75,591.77,4297600,296.18
2011-03-10,585.44,586.62,579.45,580.30,6249900,290.44
2011-03-11,578.22,580.00,573.33,576.71,6057900,288.64
2011-03-14,572.80,578.29,568.02,569.99,5626500,285.28
2011-03-15,557.50,571.00,555.50,569.56,8003100,285.07
2011-03-16,568.01,569.79,551.28,557.10,7589400,278.83
2011-03-17,564.48,569.00,560.54,561.36,5792800,280.96
2011-03-18,564.64,567.99,559.74,561.06,6590600,280.81
2011-03-21,570.22,579.80,569.02,576.50,6035700,288.54
2011-03-22,577.27,579.23,572.51,577.32,3770000,288.95
2011-03-23,575.19,582.45,572.00,582.16,3628700,291.37
2011-03-24,585.43,588.39,578.80,586.89,4193200,293.74
2011-03-25,586.88,586.91,579.24,579.74,5711000,290.16
2011-03-28,582.07,584.99,574.71,575.36,4432300,287.97
2011-03-29,576.00,581.89,573.01,581.73,3206300,291.16
2011-03-30,584.38,585.50,580.58,581.84,2841700,291.21
2011-03-31,583.00,588.16,581.74,586.76,4054700,293.67
2011-04-01,588.76,595.19,588.76,591.80,5221100,296.20
2011-04-04,593.00,594.74,583.10,587.68,4104800,294.13
2011-04-05,581.08,581.49,565.68,569.09,12082900,284.83
2011-04-06,572.18,575.16,568.00,574.18,5331200,287.38
2011-04-07,575.73,580.64,574.19,580.00,5057900,290.29
2011-04-08,584.89,584.89,578.06,578.16,3799700,289.37
2011-04-11,576.20,578.10,573.00,577.37,3712600,288.97
2011-04-12,575.00,576.91,568.05,570.61,4167000,285.59
2011-04-13,575.51,577.60,571.75,576.28,4134600,288.43
2011-04-14,575.19,579.45,572.10,578.51,10901600,289.54
2011-04-15,545.29,545.75,530.06,530.70,28059300,265.62
2011-04-18,526.42,527.66,519.00,526.84,10069500,263.68
2011-04-19,529.95,530.88,520.90,521.53,5362800,261.03
2011-04-20,525.90,526.82,521.39,525.73,6113800,263.13
2011-04-21,527.49,528.28,522.39,525.10,4935200,262.81
2011-04-25,525.25,527.00,522.01,525.05,3258300,262.79
2011-04-26,526.52,537.44,525.21,532.82,6993000,266.68
2011-04-27,538.00,538.11,534.35,537.76,4592200,269.15
2011-04-28,538.06,539.25,534.08,537.97,3996000,269.25
2011-04-29,540.00,544.10,538.51,544.10,8448500,272.32
2011-05-02,545.70,545.73,537.12,538.56,4263100,269.55
2011-05-03,537.13,542.01,529.63,533.89,4158800,267.21
2011-05-04,535.17,539.00,533.02,535.79,4229700,268.16
2011-05-05,533.86,539.42,531.50,534.27,3991600,267.40
2011-05-06,538.15,541.46,535.18,535.30,4108000,267.92
2011-05-09,535.00,538.49,531.10,537.68,3893500,269.11
2011-05-10,540.00,544.43,537.54,542.66,4081700,271.60
2011-05-11,540.14,543.55,533.69,535.45,4672900,267.99
2011-05-12,535.24,536.94,530.91,535.05,2893700,267.79
2011-05-13,534.61,535.92,529.05,529.55,4213100,265.04
2011-05-16,526.31,527.27,516.40,518.42,5910400,259.47
2011-05-17,515.43,531.22,515.03,530.46,6600500,265.50
2011-05-18,529.54,530.33,525.70,529.81,3902400,265.17
2011-05-19,532.73,536.54,529.72,531.25,4932400,265.89
2011-05-20,531.80,531.99,523.13,524.03,4630300,262.28
2011-05-23,516.60,520.00,513.40,518.39,4595400,259.45
2011-05-24,520.37,523.96,518.15,518.26,3796200,259.39
2011-05-25,517.33,522.77,517.25,519.67,2600500,260.10
2011-05-26,517.70,522.12,515.00,518.13,4232700,259.32
2011-05-27,518.48,521.79,516.30,520.90,3488100,260.71
2011-05-31,525.00,529.05,523.50,529.02,5369200,264.77
2011-06-01,528.04,533.20,525.31,525.60,5905800,263.06
2011-06-02,527.57,530.30,522.48,528.06,4404500,264.29
2011-06-03,522.00,527.60,521.50,523.08,3493500,261.80
2011-06-06,523.54,526.82,519.25,521.06,3880300,260.79
2011-06-07,522.89,524.63,518.99,519.03,3811300,259.77
2011-06-08,516.53,521.24,515.78,519.17,3303400,259.84
2011-06-09,520.00,520.00,515.64,516.73,3374800,258.62
2011-06-10,514.08,516.69,509.29,509.51,4874900,255.01
2011-06-13,510.00,510.20,502.17,504.73,4849700,252.62
2011-06-14,508.15,514.08,506.99,508.37,4678300,254.44
2011-06-15,505.03,508.35,500.61,502.95,4142400,251.73
2011-06-16,502.81,506.57,496.67,500.37,5508400,250.44
2011-06-17,506.18,506.69,484.80,485.02,10480300,242.75
2011-06-20,485.00,486.23,479.23,484.58,6051100,242.53
2011-06-21,487.19,493.94,484.73,493.00,5525200,246.75
2011-06-22,491.45,492.35,486.73,487.01,4809300,243.75
2011-06-23,482.13,482.86,473.73,480.22,9593700,240.35
2011-06-24,480.68,480.75,473.02,474.88,7603500,237.68
2011-06-27,474.00,488.40,473.60,482.80,6882500,241.64
2011-06-28,484.02,496.21,484.02,493.65,5424700,247.07
2011-06-29,496.54,500.25,492.38,497.57,4681300,249.03
2011-06-30,501.99,506.67,501.50,506.38,4851900,253.44
2011-07-01,506.74,521.18,506.38,521.03,7266100,260.78
2011-07-05,525.30,535.40,525.30,532.44,7690700,266.49
2011-07-06,533.50,538.51,533.04,535.36,5385800,267.95
2011-07-07,541.00,550.68,535.88,546.60,7863100,273.57
2011-07-08,532.95,537.65,527.27,531.99,9530800,266.26
2011-07-11,528.18,535.98,525.50,527.28,5672900,263.90
2011-07-12,528.16,539.42,526.00,534.01,5676700,267.27
2011-07-13,537.00,544.00,536.48,538.26,5574800,269.40
2011-07-14,539.12,542.00,526.73,528.94,13285700,264.73
2011-07-15,597.50,600.25,588.16,597.62,27436700,299.11
2011-07-18,592.49,602.05,592.00,594.94,8927600,297.77
2011-07-19,596.14,604.68,595.53,602.55,5929000,301.58
2011-07-20,602.18,602.83,595.35,595.35,4451100,297.97
2011-07-21,594.03,608.06,594.01,606.99,6932000,303.80
2011-07-22,605.39,619.50,604.27,618.23,7049300,309.42
2011-07-25,613.36,625.41,613.00,618.98,6256900,309.80
2011-07-26,618.05,627.50,617.22,622.52,4681100,311.57
2011-07-27,617.18,620.95,604.75,607.22,7860900,303.91
2011-07-28,605.19,615.98,603.00,610.94,6210500,305.78
2011-07-29,604.23,614.96,603.69,603.69,8266500,302.15
2011-08-01,611.22,615.50,599.18,606.77,7924200,303.69
2011-08-02,606.00,609.67,591.57,592.40,6394700,296.50
2011-08-03,594.27,603.00,583.63,601.17,7643700,300.89
2011-08-04,594.50,598.85,577.47,577.52,9819300,289.05
2011-08-05,582.54,590.00,562.00,579.04,11846300,289.81
